#过期先行卡转换为正式卡
100240001	8445808
100240201	44839512
100240003	71228611
100240204	7622360
100240005	33017964
100240205	70105073
100240007	2507443
100240202	6500778
100240203	33995387
100240010	69389481
100200274	3837261
100200275	88039509
100200276	60681372
100200278	30394645
100200279	84824728
100247147	72162751
100247148	9567495
100247149	45951104
100246001	37301660
100246002	212652
100245001	95365081
100245002	32759190
100245003	68144894
100245004	95132593
100245005	21637502
100245006	67021206
100245007	94410955
100245008	20415050
100245009	57809669
100245010	93294363
100245011	29792472
100245016	56187077
100245017	92171126
100245018	29570824
100245019	55965529
100245020	82359538
100245021	28454232
100245022	54842941
100245023	81237046
100245024	17621695
100245025	54020393
100245026	80015408
100245031	16509007
100245032	43904702
100245033	89392810
100245034	16387555
100245035	42781164
100245036	88170262
100245037	15665977
100245038	41069676
100245039	78058681
100245040	14442329
100245041	40847034
100244001	17201951
100244002	54656950
100244003	80054655
100244004	16449363
100244005	43834302
100244006	89932017
100244032	16327715
100244033	42711820

100238301	11212437
100200280	86289475
100248019	30271097
100248041	76666602
101303201	25554552
101303202	51548207
101303203	98937206
101303004	24431911
101303005	51826619
101303006	87814728
101303007	23219323
101303008	50604072
101303009	86098176
101303010	13597785
101303011	59581480
101303012	85976588
101303013	12375297
101303014	58769832
101303015	85154941
101303016	11248645
101303017	47647354
101303018	84031359
101303019	10426067
101303020	78910832
101303021	5121528
101303022	41516133
101303023	47425162
101303024	73819701
101303025	19304410
101303026	46708514
101303027	12197223
101303028	49181828
101303029	85586937
101303030	12975671
101303031	48469380
101303204	84464389
101303033	11852093
101303034	47247792
101303035	74631897
101303036	10136446
101303037	42125140
101303038	79519259
101303039	5914858
101303040	42302563
101303041	78397661
101303042	4891376
101303043	31286915
101303044	77675029
101303045	4079728
101303046	30064423
101303205	66452432
101303206	3957130
101303049	39341885
101303050	66736884
101303051	2725599
101303207	38129297
101303053	65514302
101303054	91002901
101303055	38007649
101303056	64491754
101303057	90880453
101303058	27285068
101303059	63679166
101303060	90764871
101303061	26162470
101303062	53557529
101303063	99941223
101303064	4909946
101303065	25940932
101303066	52335937
101303067	98829635
101303068	25224340
101303069	51612489
101303208	87607094
101303071	50590801
101303072	24092792
101303073	87985506
101303074	13379114
101303075	59374259
101303076	86762958
101303077	12157563
101303078	49652661
101303079	85640370
101303080	11035075
100250206	9978697
100250207	45462306
100250208	72867001
100250209	8252010
100250005	35240714
100250018	71645463
100250019	8039562
100250020	34528176
100250021	70522875
100250022	7917970
100250201	33302589
100250202	60700283
100250203	6195332
100250204	32289031
100250044	69678646
100250062	95072744
100250063	32467459
100250064	8852158
100250065	34950192
100250066	61345801

100252001	30875635
100200282	96228804
100255001	32126000
100255002	53770666
100255003	95915457
100255004	66206748
100255005	561300
100255006	93023136
100255007	91215724
100255008	73218792
100255009	613496
100255010	46001505
100255011	73496100
100255012	9591819
100255013	35989913
100255014	72374522
100255015	8778267
100255016	35167375
100255017	61151074
100255018	7656689
100255019	34041788
100255020	60439482
100253001	59011257
100253002	95506252
100253003	21501961
100253004	58995660
100253005	94384774
100251001	3739500
100251002	30138615
100251003	66122213
100251004	92517928
100251005	39016067
100251006	65400671

101303081	22106558
101303082	69191257
101303083	95589901
101303084	22984000
101303085	68378605
101303086	94467314
101303087	21861412
101303088	57256127
101303089	94641726
101303090	20049870
101303091	56034579
101303092	83528184
101303093	29927283
101303094	56311997
101303095	82706696
101303096	18795635
100200283	89693655
100228003	22623509
100238401	64413994
101304201	83445539
101304202	19434243
101304203	56838842
101304204	82323997
101304005	18711696
101304006	45116390
101304007	81101309
101304008	18595008
101304009	44994712
101304010	70488851
101304011	17473466
101304012	43871165
101304013	10266279
101304014	56651978
101304015	82159583
101304016	19144622
101304017	82933935
101304018	18321034
101304019	44716748
101304020	71801447
101304021	17209452
101304022	45538320
101304023	44694191
101304024	70088809
101304025	6083904
101304026	43471513
101304027	79966218
101304028	6361316
101304029	42759961
101304030	78744660
101304031	5148778
101304032	31533473
101304033	78021082
101304034	4026187
101304035	31411835
101304205	67809530
101304206	3294539
101304038	30698243
101304039	66787942
101304040	93172951
101304041	39576656
101304042	65961304
101304043	92359409
101304044	38354018
101304045	65848113
101304046	91237821
101304047	27632520
101304048	64626565
101304049	90011273
101304050	27519978
101304051	53904087
101304207	99398682
101304053	26387390
101304054	52782439
101304055	89176044
101304056	25661743
101304057	51669847
101304058	84054556
101304059	20448151
101304060	57847269
101304061	83232904
101304062	19326613
101304063	56725612
101304064	82119326
101304065	19504025
101304066	45508030
101304067	82997779
101304068	18482473
101304069	44886582
101304070	71275181
101304208	17269895
101304072	44654994
101304073	70058649
101304074	6547248
101304075	43932352
101304076	79936051
101304077	6325660
101304078	42719764
101304079	78114463
101304080	5208118
101304116	19144623
101304154	52782440
100254201	48016074
100254202	11911336

100200284	60516416
100256001	88570003
100256002	14965712
100256003	41350417
100256004	87758525
100256005	13243124
100256006	40237839
100256007	76636978
100256008	13021682
100256009	49415281
100256010	76504386
100256011	12908094
100256012	48393693
100256013	75787708
100256014	1186447
100256015	48171151
100256016	74665150
100256017	64865
100256018	37458564
100256019	73443672
100256020	847217
100256021	32236916
100256022	68721020
100256023	5125629
100256024	31114334
100256025	68508433
100201001	4993187
100259001	81684048
100259002	18078153
100259003	54077752
100259004	80461466
100259005	17856505
100259006	43355214
100259007	80749819
100259008	16734927
100259009	42138622
100259010	75527221
